location,total_sqft,bath,price,bedrooms
Banashankari,1200.0,3.0,74.52,3
Kudlu Gate,1850.0,3.0,110.0,3
Amblipura,3150.0,4.0,180.0,4
Naganathapura,1200.0,1.0,39.82,1
Dodda Banaswadi,1018.0,4.0,150.0,4
Konena Agrahara,3520.0,6.0,460.0,5
Chandapura,1185.0,2.0,30.22,3
Jigani,918.0,2.0,56.0,2
GD Layout,1330.0,2.0,68.0,3
Munnekollal,1540.0,2.0,70.0,3
Lakshminarayana Pura,1200.0,2.0,80.0,2
Sunkan palya,927.0,2.0,37.0,2
Sarjapur,2585.5,4.0,115.0,4
CV Raman Nagar,1400.0,2.0,78.0,3
Hosur Road,1345.0,2.0,106.0,2
1st Phase JP Nagar,1900.0,3.0,400.0,4
8th Phase JP Nagar,1510.0,2.0,80.0,2
Malleshwaram,302.0,2.0,25.0,2
ITPL,1500.0,3.0,61.52,3
Yelahanka,827.5,1.0,42.535,1
Vidyaranyapura,1100.0,2.0,72.0,3
Sunkadakatte,1200.0,3.0,68.0,3
Kanakpura Road,1100.0,3.0,53.0,3
Hormavu,2282.0,4.0,115.0,4
Jayanti Nagar,760.0,2.0,37.49,2
Sarjapur,2172.0,3.0,100.0,3
Yeshwanthpur Industrial Suburb,3800.0,6.0,390.0,6
Kumaraswami Layout,600.0,2.0,72.0,4
8th Phase JP Nagar,3300.0,3.0,165.0,3
Thubarahalli,1242.0,3.0,51.0,3
Moodalapalya,410.0,1.0,48.0,1
Uttarahalli,1245.0,2.0,43.58,3
Kadugodi,1088.0,2.0,44.0,2
Sahakara Nagar,1200.0,2.0,46.0,2
TC Palaya,1995.0,3.0,100.0,3
Haralur Road,1309.0,2.0,82.0,2
BTM 1st Stage,1717.0,3.0,200.0,3
7th Phase JP Nagar,2100.0,3.0,200.0,3
Gayathri Nagar,880.0,1.0,90.0,2
Abbigere,1200.0,6.0,95.0,6
Maruthi Nagar,1250.0,3.0,42.0,3
Hebbal,3520.0,5.0,240.0,3
5th Phase JP Nagar,1041.0,2.0,54.0,2
Sarjapur  Road,1505.0,2.0,60.0,3
Bannerghatta,1776.0,3.0,150.0,3
Bellandur,1767.0,3.0,89.0,3
Rajiv Gandhi Nagar,1293.0,2.0,80.0,2
Kengeri,1320.0,2.0,50.0,2
Bhuvaneshwari Nagar,1280.0,2.0,68.48,2
Thanisandra,1245.0,2.0,83.05,2
Haralur Road,1027.0,1.0,44.0,2
Yelenahalli,1200.0,2.0,46.17,2
Kanakpura Road,1100.0,3.0,58.0,3
Medahalli,1065.0,3.0,72.0,3
Kannamangala,1814.0,3.0,129.0,3
Ramagondanahalli,1610.0,2.0,112.0,3
Kumaraswami Layout,850.0,1.0,78.0,1
Kasavanhalli,1600.0,3.0,79.0,3
Old Mangammanapalya Road,3200.0,4.0,140.0,3
Canara Bank Colony,1250.0,2.0,77.13,3
Haralur Road,1243.0,2.0,46.0,2
Kanakpura Road,1452.0,3.0,60.98,3
Ittamadu,1475.0,3.0,75.0,3
Electronic City,1353.0,2.0,75.0,2
Maruthi Sevanagar,2100.0,3.0,210.0,4
Electronics City Phase 1,1750.0,3.0,58.0,3
Whitefield,4800.0,4.0,550.0,4
Sahakara Nagar,1270.0,2.0,96.0,2
Battarahalli,2700.0,3.0,75.0,4
8th Phase JP Nagar,1200.0,4.0,270.0,4
Thanisandra,2695.0,4.0,188.0,4
Hessarghatta,1330.0,3.0,65.0,3
Electronic City,660.0,1.0,18.0,2
BTM 2nd Stage,1400.0,2.0,90.0,2
Gubbalala,4000.0,5.0,195.0,4
Kanakpura Road,1700.0,3.0,75.0,3
Kasavanhalli,1585.0,2.0,90.0,2
Kothanur,1385.0,3.0,67.0,3
Electronic City,1128.0,2.0,67.0,2
Whitefield,60.0,4.0,218.0,4
1Kasavanhalli,1200.0,18.0,200.0,18
HSR Layout,1203.0,2.0,60.0,2
Mallasandra,905.0,2.0,35.0,2
Hennur Road,1450.0,3.0,79.0,3
Varthur,1105.0,2.0,38.0,2
Channasandra,1200.0,2.0,46.13,2
Jalahalli,1530.0,2.0,89.0,3
Whitefield,1105.0,2.0,35.4,2
Dasarahalli,1333.0,2.0,78.56,2
Hongasandra,1065.0,2.0,45.0,2
Haralur Road,1243.0,2.0,46.0,2
Old Madras Road,1530.0,3.0,76.34,3
Margondanahalli,1200.0,2.0,65.0,2
Whitefield,1270.0,2.0,94.0,2
Bellandur,1830.0,3.0,89.0,3
Chandapura,900.0,2.0,35.0,2
Attibele,2400.0,2.0,250.0,4
Varsova Layout,7000.0,6.0,560.0,6
Bannerghatta Road,1450.0,2.0,78.0,3
J C Nagar,1525.0,3.0,65.0,3
Mahalakshmi Layout,1080.0,2.0,67.0,2
Bagalur Main Road,1220.0,2.0,72.0,2
Begur Road,1200.0,2.0,44.4,2
Bommanahalli,1355.0,2.0,73.17,2
R.T. Nagar,2400.0,3.0,348.0,3
Govindapura,1500.0,2.0,60.0,2
Koramangala,1355.0,2.0,95.0,2
Electronic City,1070.0,2.0,57.0,2
CV Raman Nagar,1980.0,4.0,180.0,3
Bommasandra,842.0,2.0,30.0,2
Bannerghatta Road,700.0,1.0,31.2,1
Doddakammanahalli,2500.0,4.0,65.0,3
"Kanakapura Road, ",1884.0,3.0,95.0,3
Dena Bank Colony,1100.0,2.0,75.0,2
Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
Budigere,1820.0,3.0,85.0,3
Basavanapura,1200.0,8.0,145.0,8
Thanisandra,1185.0,2.0,43.5,2
Varthur,2145.0,3.0,170.0,3
Whitefield,1220.0,2.0,89.0,2
Whitefield,1116.0,2.0,51.91,2
6th Phase JP Nagar,1192.0,2.0,75.0,2
Marathahalli,1449.0,3.0,110.0,3
Ardendale,2500.0,3.0,250.0,3
Electronic City,1700.0,3.0,90.0,3
Hebbal,1920.0,3.0,150.0,3
BTM 4th Stage,1350.0,2.0,90.0,2
Devanahalli Int. Airport,4800.0,5.0,350.0,4
"Sarjapur Road, ",1700.0,3.0,74.0,3
Hoodi,1447.0,3.0,76.0,2
Kanakpura Road,1329.0,2.0,107.0,2
Sarjapur  Road,1314.0,2.0,70.44,3
Hal old airport road,1200.0,3.0,110.0,3
Basavangudi,1214.0,3.0,220.0,6
Hosa Road,1513.0,3.0,103.0,3
Vittasandra,1246.0,2.0,67.5,2
Ganga Nagar,705.0,1.0,65.0,1
Dasarahalli,1220.0,2.0,62.0,2
Yelahanka New Town,1800.0,2.0,45.0,3
Kaval Byrasandra,1400.0,3.0,75.0,3
Kasavanhalli,1245.0,2.0,80.0,2
Anantapuram,1495.0,2.0,63.0,3
Nagavara,2000.0,2.0,275.0,3
Gollarapalya Hosahalli,996.0,2.0,36.5,2
Yelahanka New Town,1000.0,2.0,44.0,2
Chikka Banaswadi,1250.0,2.0,75.0,2
Chandapura,975.0,2.0,24.86,2
Thanisandra,1261.0,2.0,80.0,3
Electronics City Phase 1,1080.0,2.0,46.0,2
Akshayanagara East,1230.0,2.0,50.0,2
Kammasandra,982.0,2.0,25.53,2
Bommasandra,1260.0,3.0,49.36,3
HSR Layout,1590.0,2.0,135.0,3
Horamavu Agara,1220.0,2.0,39.0,2
Electronic City Phase II,1320.0,2.0,38.12,3
Green Glen Layout,1750.0,3.0,105.0,3
Whitefield,1436.0,2.0,62.15,3
TC Palaya,1200.0,2.0,66.0,3
Malleshwaram,1500.0,2.0,140.0,2
Varthur,1560.0,3.0,90.0,3
Whitefield,3758.0,3.0,300.0,3
Belatur,1275.0,2.0,59.0,2
Ramanjaneyanagar,1040.0,2.0,36.4,2
Bellandur,2400.0,3.0,115.0,3
Chamrajpet,1500.0,9.0,230.0,6
Kaggalipura,3150.0,5.0,212.0,4
Karuna Nagar,1960.0,3.0,165.0,3
JP Nagar,3200.0,5.0,309.0,4
Yeshwanthpur,1195.0,2.0,100.0,2
Yelahanka,1195.0,2.0,53.105,2
Hosakerehalli,4500.0,5.0,145.0,5
Ulsoor,450.0,3.0,70.0,3
Sathya Sai Layout,4304.0,4.0,699.0,4
Javarandoddi,648.0,1.0,40.0,1
Sarjapur  Road,2100.0,3.0,130.0,3
Thanisandra main road,4209.0,4.0,602.0,4
Kudlu,1027.0,2.0,44.0,2
Whitefield,1575.0,4.0,250.0,4
Bommasandra,1365.0,3.0,52.82,3
Yelahanka New Town,650.0,1.0,18.0,1
Chandapura,1200.0,2.0,52.0,3
Cooke Town,1100.0,2.0,90.0,2
7th Phase JP Nagar,1075.0,2.0,57.0,3
Banashankari,1100.0,2.0,63.0,2
Akshya Nagar,1320.0,2.0,58.0,3
Kammasandra,1500.0,3.0,65.0,3
Vijaypura,1200.0,5.0,150.0,4
Bapuji Nagar,1125.0,3.0,126.0,4
Vittasandra,1246.0,2.0,67.5,2
Bhoganhalli,1718.0,3.0,90.2,3
Bisuvanahalli,1075.0,2.0,32.0,3
Chennammana Kere,1480.0,3.0,75.48,3
Austin Town,500.0,1.0,13.0,1
3rd Block Banashankari,2400.0,4.0,325.0,5
Kaikondrahalli,1200.0,4.0,125.0,4
Kanakpura Road,1041.0,2.0,36.44,2
Doddanekundi,1128.0,2.0,48.4,2
Hosur Road,1685.0,3.0,90.0,3
Guddadahalli,1180.0,2.0,65.0,2
Ejipura,1200.0,2.0,60.0,2
Mangammanapalya,1250.0,3.0,39.5,3
Kanakpura Road,900.0,2.0,41.0,2
Chelekare,1000.0,2.0,45.0,2
Yelahanka New Town,600.0,2.0,80.0,2
2nd Stage Nagarbhavi,600.0,3.0,82.0,4
Vittasandra,1404.0,2.0,70.0,2
Ramagondanahalli,1610.0,2.0,115.0,3
Varthur,1760.0,2.0,85.0,2
Amam Enclave Layout,975.0,2.0,55.0,2
Kashi Nagar,1190.0,2.0,42.0,2
Kudlu,1110.0,2.0,46.0,2
Rajaji Nagar,2415.0,3.0,399.0,3
Gunjur,1235.0,2.0,44.5,2
Nanjappa Garden,1275.0,2.0,55.0,2
Victoria Layout,1115.0,2.0,115.0,2
Harlur,1197.0,2.0,76.0,2
Begur Road,644.0,1.0,32.0,1
Bellandur,1251.0,2.0,47.0,2
Neeladri Nagar,1105.0,2.0,30.0,2
4th Phase JP Nagar,1080.0,2.0,38.0,2
Kudlu,2100.0,3.0,114.0,4
Kammanahalli,1600.0,4.0,200.0,4
NRI Layout,1731.0,3.0,64.11,3
Hormavu,1206.0,2.0,55.0,2
Choodasandra,1560.0,3.0,78.0,3
7th Phase JP Nagar,750.0,1.0,47.0,1
Billekahalli,1035.0,2.0,90.0,2
Ramamurthy Nagar,1200.0,6.0,150.0,7
Sarjapur  Road,702.0,1.0,35.8,1
Attibele,1700.0,3.0,65.0,3
HRBR Layout,1145.0,2.0,68.5,2
Ramamurthy Nagar,1208.0,2.0,43.5,3
Brookefield,1589.0,3.0,74.0,3
Allalasandra,560.0,2.0,22.0,2
Yelahanka New Town,1426.0,2.0,61.5,3
Green Glen Layout,1885.0,3.0,135.0,3
Old Madras Road,935.0,2.0,37.77,2
Old Madras Road,1171.0,2.0,73.0,2
Singasandra,1465.0,2.0,60.0,2
Budigere,1820.0,3.0,95.0,3
Raja Rajeshwari Nagar,1580.0,2.0,66.85,3
Whitefield,1452.0,2.0,46.29,3
Hennur Road,1445.0,2.0,89.56,3
Gollahalli,1170.0,2.0,39.0,2
Anjappa Layout,1070.0,2.0,50.0,2
Kanakpura Road,1100.0,3.0,53.0,3
Kothanur,1140.0,2.0,56.0,2
Rachenahalli,2600.0,3.0,160.0,3
Shikaripalya,1532.0,3.0,59.75,3
AGS Layout,1150.0,2.0,46.0,2
Jakkur,1473.0,2.0,85.0,2
Kathriguppe,1350.0,3.0,80.99,3
Prithvi Layout,4040.0,4.0,500.0,4
CV Raman Nagar,1980.0,4.0,166.0,3
Hoodi,1660.0,3.0,128.0,3
Kogilu,2456.0,7.0,85.0,7
Chamrajpet,650.0,2.0,45.0,2
Neeladri Nagar,4000.0,5.0,425.0,5
Malleshwaram,2475.0,4.0,340.0,3
Chikkakannalli,1495.0,3.0,90.0,3
R.T. Nagar,1080.0,2.0,48.0,2
Electronic City,1521.0,2.0,57.5,3
Aishwarya Crystal Layout,1053.0,2.0,51.0,2
Binny Pete,2406.0,5.0,289.0,3
Kanakpura Road,800.0,5.0,115.0,4
7th Phase JP Nagar,1050.0,2.0,42.0,2
Thanisandra,1430.0,2.0,51.48,3
Begur,2400.0,3.0,12.0,3
OLd Gurappanapalya,1250.0,3.0,39.0,3
Ramanagara Channapatna,1200.0,2.0,75.0,4
Ulsoor,840.0,1.0,150.0,1
Uttarahalli,1000.0,2.0,39.5,2
Bannerghatta Road,1630.0,3.0,68.0,3
Kammasandra,985.0,2.0,40.5,2
BTM 2nd Stage,1200.0,2.0,70.0,2
Ambalipura,1650.0,3.0,100.0,3
Mico Layout,1670.0,3.0,59.0,3
5th Block Hbr Layout,1200.0,5.0,205.0,5
Sarjapur  Road,1240.0,4.0,110.0,4
Maheswari Nagar,1000.0,2.0,60.0,2
Doddabanahalli,830.0,2.0,26.0,2
Ramagondanahalli,1200.0,3.0,56.1,3
Sadashiva Nagar,9600.0,7.0,2736.0,5
Begur Road,2500.0,6.0,122.5,4
Haralur Road,1140.0,2.0,43.0,2
Nagarbhavi,1635.0,3.0,85.0,3
HSR Layout,1120.0,2.0,70.0,2
Kamakya Layout,2750.0,6.0,200.0,6
Sector 7 HSR Layout,1760.0,3.0,185.0,3
Harlur,2137.0,3.0,110.0,3
Hennur Road,973.0,2.0,50.74,2
Kundalahalli,1724.0,3.0,146.0,3
Banashankari,1020.0,2.0,40.79,2
Hsr layout sector3,1200.0,4.0,375.0,4
Electronic City,750.0,1.0,35.0,1
Kambipura,883.0,2.0,49.0,2
Thyagraj Nagar,660.0,2.0,76.0,2
Ramagondanahalli,2787.0,5.0,220.0,4
Devasthanagalu,1470.0,2.0,60.0,3
Electronics City Phase 1,891.0,2.0,24.95,2
"Sarjapur Road, ",1275.0,2.0,76.0,2
Kothanur,1787.0,3.0,120.0,3
8th Phase JP Nagar,1730.0,5.0,75.0,5
Sarjapur  Road,1320.0,2.0,110.0,2
Yeshwanthpur,1692.0,3.0,108.0,3
Bannerghatta Road,1400.0,3.0,69.0,3
Sarjapur  Road,1115.0,2.0,50.0,2
Whitefield,1370.0,2.0,56.0,2
Thirumenahalli,1602.0,3.0,56.0,3
"Hoodi Circle, ",793.0,1.0,40.0,1
GM Palaya,675.0,1.0,35.0,1
Chikka Tirupathi,3250.0,4.0,136.0,4
Whitefield,1050.0,2.0,43.0,2
Jalahalli East,1035.0,2.0,42.5,2
Sarjapur  Road,1200.0,2.0,44.0,3
Sarjapur  Road,1800.0,3.0,128.0,3
Green Glen Layout,1625.0,3.0,70.0,3
Electronics City Phase 1,1032.0,2.0,31.99,2
Whitefield,1496.0,2.0,71.81,3
Kothnoor Dinne,1100.0,2.0,38.0,2
Kundalahalli,1500.0,3.0,50.0,3
Electronic City Phase II,1125.0,2.0,32.63,2
Chikka Banaswadi,1555.0,3.0,73.0,3
Amruthahalli,1025.0,2.0,42.0,2
Hennur Road,1482.0,2.0,83.73,3
Banagirinagar,1630.0,2.0,130.0,3
Arekere,900.0,2.0,44.5,2
Yelahanka,1355.0,2.0,75.0,3
1st Block Koramangala,2360.0,4.0,601.0,4
Akshaya Nagar,1200.0,2.0,45.0,2
Suraksha Nagar,1563.0,3.0,63.0,3
Medaralli,1344.0,4.0,84.0,4
6th block Koramangala,3000.0,3.0,400.0,3
5th Phase JP Nagar,812.0,2.0,42.0,2
Basaveshwara Nagar,1200.0,2.0,70.0,2
Yelahanka,3175.0,4.0,156.0,4
Marathahalli,1360.0,2.0,101.0,2
Hegde Nagar,1835.0,3.0,88.0,3
Rachenahalli,1756.0,3.0,110.0,3
8th Phase JP Nagar,1296.0,2.0,51.83,3
Haralur Road,1300.0,2.0,75.0,2
Anandapura,1141.0,2.0,50.0,2
Poorna Pragna Layout,1270.0,2.0,50.79,3
Electronic City,1210.0,2.0,55.0,2
Hormavu,1310.0,2.0,67.0,2
Ejipura,1356.0,5.0,139.0,5
Magadi Road,1187.0,2.0,55.195,3
Gubbalala,1745.0,3.0,140.0,3
KR Puram,1200.0,5.0,125.0,5
Raja Rajeshwari Nagar,1050.0,2.0,37.0,2
Banashankari,2400.0,4.0,500.0,4
Electronic City Phase II,1140.0,2.0,34.0,2
Varthur,1210.0,2.0,54.0,2
Kasavanhalli,2035.0,3.0,142.0,3
Sarjapur,633.0,1.0,17.09,1
Amruthahalli,485.0,1.0,19.5,1
Varthur,1112.0,2.0,40.0,2
Ullal Uppanagar,1200.0,2.0,82.0,2
Sarjapur  Road,2275.0,4.0,187.0,3
Doddanakundi Industrial Area 2,1419.0,3.0,85.0,3
Sri Sai Layout,1195.0,2.0,42.4,2
Versova Layout,2020.0,3.0,270.0,3
Kundalahalli,1047.0,2.0,91.0,2
Thanisandra,1884.0,4.0,117.0,3
Malleshpalya,1200.0,3.0,149.0,3
Bannerghatta Road,905.0,2.0,58.0,2
JP Nagar,1500.0,2.0,108.0,3
Chikkajala,850.0,1.0,50.0,1
Bommasandra Industrial Area,1125.0,2.0,32.49,2
Tindlu,1165.0,2.0,59.8,2
Maruthi Sevanagar,933.0,2.0,55.0,2
Hennur Road,1305.0,2.0,77.0,3
Billekahalli,1125.0,2.0,65.0,2
BSM Extension,865.0,2.0,33.0,2
Jigani,1245.0,3.0,66.0,3
Kalyan nagar,8840.0,2.0,300.0,2
Udayagiri,1145.0,2.0,60.0,3
AECS Layout,2000.0,3.0,90.0,3
Hosa Road,625.0,1.0,43.68,1
Kundalahalli,1724.0,3.0,128.0,3
Madiwala,400.0,1.0,75.0,1
Sarjapur  Road,1270.0,2.0,54.0,3
Madiwala,1250.0,3.0,39.5,3
Jakkur,1485.0,3.0,72.0,3
Shankarapuram,823.0,2.0,80.0,2
7th Phase JP Nagar,990.0,2.0,50.0,2
TC Palaya,1200.0,2.0,66.0,3
Kothanur,1185.0,2.0,59.0,2
Kadubeesanahalli,1140.0,2.0,78.0,2
Ambedkar Nagar,1950.0,4.0,120.0,3
Yelahanka,1756.0,3.0,125.0,3
Kumaraswami Layout,2600.0,4.0,300.0,4
Chandapura,520.0,1.0,14.04,1
Doddakannelli,1025.0,2.0,48.0,2
Whitefield,1216.0,2.0,72.0,2
Sarjapur  Road,1026.0,2.0,60.8,2
Sarjapur  Road,3335.0,4.0,300.0,4
Kodichikkanahalli,2700.0,4.0,125.0,5
Begur,1411.0,2.0,60.0,3
Kanakpura Road,1320.0,2.0,39.6,3
Bannerghatta,1320.0,2.0,50.0,2
OMBR Layout,615.0,4.0,110.0,4
Kalena Agrahara,1804.0,3.0,155.0,3
HSR Layout,1140.0,2.0,46.0,2
Banjara Layout,1200.0,4.0,105.0,4
Hebbal,2375.0,4.0,189.0,4
Chamundi Nagar,1750.0,3.0,120.0,3
Wilson Garden,960.0,5.0,130.0,9
TC Palaya,1152.0,2.0,55.0,2
Thanisandra,965.0,2.0,54.0,2
Lingadheeranahalli,1684.0,3.0,120.0,3
Hennur Road,1672.0,3.0,86.0,3
Panathur,1075.0,2.0,60.0,2
Sarjapur,1500.0,5.0,95.0,3
HOSUR MAIN ROAD,1464.0,3.0,56.0,3
Hebbal,1420.0,2.0,99.26,2
Nagashetty Halli,750.0,2.0,40.0,2
Yeshwanthpur,1169.0,2.0,64.08,2
Devanahalli,1290.0,2.0,62.0,3
Kengeri,1160.0,2.0,40.6,2
Shampura,2800.0,5.0,95.0,7
Mysore Road,1500.0,3.0,70.0,3
Domlur,1850.0,3.0,180.0,3
Venkatapura,1300.0,3.0,46.0,3
Electronic City Phase II,1310.0,2.0,37.84,3
RMV,2750.0,5.0,550.0,3
Bhoopsandra,2150.0,3.0,170.0,3
5th Block Hbr Layout,5100.0,5.0,300.0,6
Kanakpura Road,1300.0,2.0,69.0,3
Kadugodi,1875.0,2.0,110.0,3
Hulimavu,1260.0,2.0,82.0,3
Kengeri,2500.0,4.0,100.0,5
Begur Road,1241.0,2.0,64.0,2
Sarjapur  Road,1025.0,2.0,45.5,2
Postal Colony,1500.0,1.0,218.0,2
Electronic City,1070.0,2.0,60.0,2
Begur,815.0,2.0,40.0,2
Kanakpura Road,2000.0,3.0,105.0,3
Malleshwaram,1400.0,2.0,190.0,2
Varthur,1740.0,4.0,175.0,4
ITPL,5667.5,5.0,300.0,4
Sarjapur  Road,1216.0,2.0,70.0,2
pavitra paradise,2200.0,2.0,190.0,3
Hegde Nagar,3500.0,5.0,450.0,4
Shampura,970.0,6.0,105.0,6
Vidyaranyapura,3150.0,7.0,375.0,7
Kanakpura Road,1200.0,2.0,62.0,2
Marathahalli,1026.0,2.0,50.18,2
Hulimavu,450.0,1.0,20.0,1
KR Puram,1205.0,2.0,45.79,2
Jakkur Plantation,1368.0,2.0,87.0,2
Anekal,420.0,1.0,12.5,1
Doddakallasandra,1270.0,2.0,42.0,2
Anekal,614.0,1.0,28.0,2
Margondanahalli,1050.0,2.0,58.0,2
Yelahanka,1408.0,2.0,58.0,2
Subramanyapura,1223.0,2.0,42.81,3
Reliaable Tranquil Layout,1507.0,3.0,80.0,3
kadubisnahalli,1160.0,2.0,57.0,2
Kithaganur,1200.0,3.0,70.0,3
Poorna Pragna Layout,960.0,2.0,50.0,2
NGR Layout,1021.0,2.0,46.0,2
Hegde Nagar,2162.03,4.0,129.0,3
Channasandra,1065.0,2.0,36.0,2
Attibele,400.0,1.0,10.25,1
Bannerghatta Road,1465.0,2.0,75.0,3
Kanakpura Road,900.0,2.0,41.0,2
Marathahalli,1800.0,3.0,95.0,3
Amblipura,1175.0,2.0,83.0,2
Lavelle Road,6729.0,4.0,900.0,3
Vijayanagar,1500.0,4.0,360.0,4
Sanjay nagar,1050.0,2.0,59.0,2
Electronic City Phase II,1400.0,2.0,40.43,3
Indira Nagar,1650.0,3.0,150.0,3
KR Puram,1827.0,3.0,97.0,3
Thanisandra,1930.0,4.0,122.0,3
Mysore Road,883.0,2.0,37.0,2
Kengeri,550.0,1.0,16.75,1
Electronic City,1400.0,2.0,40.44,3
RMV 2nd Stage,1350.0,4.0,310.0,4
Kanakapura,1290.0,2.0,38.69,3
Raja Rajeshwari Nagar,1021.0,3.0,59.0,3
Whitefield,1158.0,2.0,55.0,2
Varanasi,1200.0,4.0,99.0,5
Nagarbhavi,1400.0,2.0,135.0,3
Doddaballapur,2400.0,3.0,200.0,4
Munnekollal,1200.0,2.0,57.9,3
JP Nagar,1520.0,3.0,125.0,3
Thanisandra,777.0,1.0,38.46,1
EPIP Zone,2710.0,3.0,177.0,3
Kenchenahalli,1150.0,2.0,57.0,2
Yelahanka,1101.0,2.0,37.0,2
Mahalakshmi Layout,1200.0,2.0,110.0,3
Hebbal,1252.0,2.0,92.0,2
Marathahalli,1650.0,3.0,85.0,3
Marathahalli,1270.0,2.0,80.0,2
Tumkur Road,992.0,2.0,70.0,2
BEML Layout,2000.0,3.0,85.0,3
Geddalahalli,893.0,2.0,34.5,2
Bisuvanahalli,1075.0,2.0,41.49,3
Kumaraswami Layout,3200.0,7.0,150.0,7
Electronic City,1190.0,2.0,42.0,2
Ashwathnagar,800.0,2.0,60.0,3
Sarjapur  Road,1814.0,3.0,63.0,3
Rahmath Nagar,1400.0,3.0,98.0,3
Bommasandra,1400.0,6.0,252.0,5
Murugeshpalya,1344.0,2.0,56.0,3
Whitefield,5400.0,5.0,475.0,4
Kanakpura Road,1843.0,3.0,95.0,3
Chikkadunnasandra,1138.0,2.0,32.0,2
Nagappa Reddy Layout,1495.0,2.0,70.0,3
Electronic City,880.0,2.0,19.0,2
Whitefield,1396.0,3.0,74.0,3
Garudachar Palya,1610.0,2.0,119.0,3
Tindlu,1050.0,2.0,55.0,2
Kumbena Agrahara,1410.0,2.0,43.71,3
Ramamurthy Nagar,1050.0,2.0,37.8,2
Kumaraswami Layout,1310.0,2.0,85.0,3
Yelahanka,1104.0,2.0,58.0,2
Hennur Road,1165.0,2.0,67.0,2
Kudlu,1027.0,2.0,44.0,2
Hormavu,1310.0,2.0,60.0,2
Chikkanahalli,1052.0,2.0,52.0,2
Singasandra,1464.0,3.0,56.0,3
1st Block Koramangala,1000.0,2.0,45.0,2
Jayanagar,2240.0,3.0,300.0,3
Electronic City,1150.0,2.0,38.08,2
Thanisandra,2019.0,3.0,70.67,3
Varthur,986.0,2.0,31.0,2
Banashankari Stage III,1350.0,1.0,145.0,1
9th Phase JP Nagar,800.0,8.0,140.0,8
Akshaya Nagar,1893.0,4.0,95.0,3
Gollarapalya Hosahalli,1318.0,3.0,56.0,3
Yelahanka,1325.0,2.0,58.0,3
Kereguddadahalli,800.0,2.0,33.0,2
Canara Bank Colony,1300.0,3.0,42.25,3
Dodda Banaswadi,1300.0,2.0,60.0,3
Jalahalli East,1010.0,2.0,52.0,2
Banashankari,1260.0,2.0,75.0,2
Ulsoor,2500.0,4.0,170.0,4
Halanayakanahalli,1520.0,3.0,165.0,3
Bellandur,1665.0,3.0,85.0,3
Subramanyapura,1800.0,3.0,80.0,3
Harlur,1197.0,2.0,75.0,2
Manayata Tech Park,1050.0,2.0,45.0,2
Manjunath Nagar,910.0,4.0,194.0,5
Thanisandra,1241.0,2.0,68.0,3
Maithri Layout,1567.0,2.0,62.0,3
Kasavanhalli,1747.0,3.0,110.0,3
Ramagondanahalli,1475.0,2.0,55.0,3
Park View Layout,600.0,4.0,70.0,4
Xavier Layout,1524.0,4.0,400.0,3
Hennur Road,980.0,2.0,51.0,2
Dasanapura,966.0,2.0,58.0,2
Ferrar Nagar,2360.0,3.0,185.0,4
Sarjapur  Road,1112.0,2.0,62.0,2
Electronic City,550.0,1.0,16.0,2
Surabhi Layout,1760.0,3.0,90.0,3
Hennur,1830.0,2.0,113.0,3
Yelahanka,1175.0,2.0,67.77,2
Whitefield,1175.0,2.0,41.0,2
Horamavu Banaswadi,1025.0,2.0,45.0,2
Hennur Road,1232.0,2.0,80.0,2
5th Phase JP Nagar,1010.0,2.0,57.0,2
Sarjapur  Road,1273.0,2.0,60.0,2
Battarahalli,1590.0,2.0,102.0,2
Air View Colony,1100.0,2.0,58.5,2
Electronic City Phase II,1252.0,2.0,65.0,3
1st Phase JP Nagar,2615.0,5.0,222.0,4
Arishinakunte,1200.0,6.0,140.0,5
Yelahanka,1322.0,2.0,77.9,2
7th Phase JP Nagar,1000.0,1.0,60.0,1
Harlur,1755.0,3.0,117.0,3
Electronic City Phase II,1135.0,2.0,46.0,2
Rajaji Nagar,1200.0,10.0,180.0,8
Electronic City,1200.0,4.0,125.0,4
Nagavarapalya,1260.0,2.0,85.5,2
Hoodi,3250.0,5.0,395.0,5
Ambedkar Nagar,3500.0,4.0,550.0,4
Manjunath Nagar,1200.0,6.0,110.0,5
Kanakpura Road,1100.0,2.0,53.0,3
Electronic City Phase II,1305.0,3.0,65.0,3
Ayappa Nagar,1236.0,2.0,50.0,2
Uttarahalli,1125.0,1.0,45.0,2
KR Puram,1075.0,2.0,32.25,2
BEML Layout,2000.0,3.0,85.0,3
Kadugondanahalli,772.0,5.0,60.0,8
Thanisandra,2999.97,6.0,110.0,6
Kadugodi,1150.0,2.0,42.0,2
9th Block Jayanagar,1440.0,4.0,240.0,4
Hennur Road,1085.0,2.0,43.4,2
Hebbal Kempapura,1785.0,3.0,165.0,3
Malleshwaram,2475.0,4.0,300.0,3
Thanisandra,1930.0,4.0,120.0,3
4th Phase JP Nagar,600.0,4.0,70.0,2
Kadugondanahalli,800.0,1.0,45.0,2
Kumaraswami Layout,2450.0,3.0,110.0,4
akshaya nagar t c palya,1200.0,4.0,120.0,4
Bannerghatta Road,1920.0,3.0,122.0,3
Kothannur,1085.0,2.0,34.2,2
Thanisandra,760.0,1.0,50.4,1
Sahakara Nagar,1201.0,2.0,80.0,2
Electronic City,1615.0,3.0,97.0,3
